Name,Age,Occupation,Salary,Car Model,Home State,Location,Children
Levi,59,Data-Engineer,428353,SIERRA T1CGH HD CREW,Arizona,"(33.4484, -112.0740)",1
Eva,52,Accountant,258654,ACADIA C1UG,New-York,"(25.7617, -80.1918)",5
Bailie,55,Doctor,225165,BLAZER EV C234,Montana,"(47.6062, -122.3321)",7
Charlie,24,Lawyer,284575,LCF DSL-JP I-700N,Washington,"(41.8781, -87.6298)",0
Ivy,53,Artist,178107,ESCALADE T1ULF,Michigan,"(37.7749, -122.4194)",8
Charlie,36,Chef,251821,ENCORE GX 9BUB,Massachusetts,"(37.7749, -122.4194)",6
Mattie,45,Data-Scientist,30216,TAHOE T1UCF,Oregon,"(29.7604, -95.3698)",7
Jack,60,Software-Developer,306633,ENCORE G1UB,Alaska,"(25.7617, -80.1918)",7
Alice,37,Doctor,320298,HUM BEV BT1UG,Hawaii,"(40.7128, -74.0060)",7
Levi,58,Doctor,258889,EQUINOX EV C223,Arizona,"(37.7749, -122.4194)",4
Helen,29,Engineer,116238,SILVERADO T1CCF LD CREW,New-York,"(25.7617, -80.1918)",4
Bailie,34,Diesil-Mechanic,220560,CT5 A2LL,Montana,"(29.7604, -95.3698)",8
Levi,26,Accountant,415103,CT4 A2SL,Michigan,"(41.8781, -87.6298)",8
Eva,38,Diesil-Mechanic,128207,XT4 E2UL,Michigan,"(37.7749, -122.4194)",0
Ivy,37,Data-Engineer,359013,LCF GAS-US I-700N,Oregon,"(33.4484, -112.0740)",0
Frank,23,Nurse,33377,SIERRA T1EGF LD DBL,Texas,"(37.7749, -122.4194)",0
David,24,Police-Officer,55557,TAHOE T1UCF,Michigan,"(47.6062, -122.3321)",0
Frank,24,Artist,265270,XT5 C1UL,Montana,"(29.7604, -95.3698)",2
Alice,40,Nurse,409886,YUKON T1UGF,Maine,"(39.7392, -104.9903)",9
Eva,25,Driver,444201,SIERRA T1RGF LD REG,New-Hampshire,"(42.3601, -71.0589)",7
Alice,45,Data-Engineer,98766,ACADIA C1UG,Oregon,"(33.4484, -112.0740)",5
Eva,35,Chef,365749,CANYON 31CG2,Maine,"(41.8781, -87.6298)",0
David,26,Lawyer,81496,SILVERADO T1RCF LD REG,Hawaii,"(33.4484, -112.0740)",3
Ivy,55,Driver,314950,BLAZER EV C234,Oregon,"(41.8781, -87.6298)",7
Ivy,33,Lawyer,74894,TRAVERSE C1YC2,Michigan,"(34.0522, -118.2437)",4
Mattie,25,Doctor,399757,CANYON 31XGN,Wyoming,"(25.7617, -80.1918)",4
Bailie,33,Artist,420958,SUBURBAN T1YCF,Texas,"(39.7392, -104.9903)",7
Bailie,39,Diesil-Mechanic,301973,TRAX-K G1UC,Arizona,"(34.0522, -118.2437)",2
Charlie,42,Data-Scientist,195787,PICKUP-E BEV BT1FG,Illinois,"(40.7128, -74.0060)",5
Alice,52,Designer,167771,SILVERADO T1CCH HD CREW,New-Jersey,"(37.7749, -122.4194)",5
Eva,57,Diesil-Mechanic,185237,CT5 A2LL,Alaska,"(41.8781, -87.6298)",9
Bob,47,Software-Developer,240983,XT6 C1TL,Alaska,"(39.7392, -104.9903)",7
Ivy,22,Designer,310996,ENCORE G1UB,Maine,"(47.6062, -122.3321)",1
Max,50,Data-Engineer,262055,ENCORE GX 9BUB,Hawaii,"(29.7604, -95.3698)",7
Mattie,50,Data-Scientist,108243,LYRIQ L233,Maine,"(29.7604, -95.3698)",6
Eva,39,Artist,93284,CAMARO A1AC CONV,Indiana,"(39.7392, -104.9903)",8
Grace,21,Lieutenant,219731,SIERRA T1CGF LD CREW,New-Mexico,"(41.8781, -87.6298)",3
Helen,30,Data-Engineer,412026,PICKUP-E BEV BT1FG,New-Jersey,"(40.7128, -74.0060)",0
Alice,46,Mechanic,275986,SILVERADO T1ECH HD DBL,Arizona,"(25.7617, -80.1918)",1
Garrett,44,Software-Developer,41830,CELESTIQ L246,Texas,"(42.3601, -71.0589)",8
Grace,46,Nurse,393758,ACADIA C1UG,Washington,"(29.7604, -95.3698)",0
Bob,46,Software-Developer,385685,ENCLAVE C1YB,Michigan,"(33.4484, -112.0740)",4
Ivy,36,Chef,428187,EQUINOX EV C223,Montana,"(37.7749, -122.4194)",4
Ivy,38,Engineer,117589,CT5 A2LL,New-York,"(37.7749, -122.4194)",5
Grace,54,Chef,279230,ENVISTA 9BQB1,New-Jersey,"(29.7604, -95.3698)",0
Alice,55,Driver,404867,LCF DSL-JP I-700N,Massachusetts,"(25.7617, -80.1918)",4
Garrett,38,Software-Developer,271846,LCF DSL-JP I-700N,Michigan,"(37.7749, -122.4194)",8
Grace,58,Accountant,404768,ESCALADE T1ULF,Massachusetts,"(29.7604, -95.3698)",2
Eva,26,Nurse,446916,EQUINOX EV C223,Alaska,"(42.3601, -71.0589)",0
Max,50,Data-Scientist,286365,AV A110,Michigan,"(41.8781, -87.6298)",7
Levi,39,Chef,376372,EQUINOX EV C223,Washington,"(34.0522, -118.2437)",6
Levi,49,Engineer,180692,ENCLAVE C1YB,Massachusetts,"(33.4484, -112.0740)",2
Frank,21,Diesil-Mechanic,44407,SILVERADO T1CCF LD CREW,Texas,"(40.7128, -74.0060)",2
Frank,54,Artist,334899,YUKON XL T1YGF,Hawaii,"(40.7128, -74.0060)",2
Mattie,30,Designer,276654,AV A110,New-Hampshire,"(34.0522, -118.2437)",9
Charlie,59,Accountant,436559,YUKON XL T1YGF,Wyoming,"(25.7617, -80.1918)",9
Helen,57,Diesil-Mechanic,409613,EXPRESS VAN 610,Wyoming,"(41.8781, -87.6298)",0
Bailie,24,Lawyer,101922,SILVERADO T1ECF LD DBL,Massachusetts,"(25.7617, -80.1918)",2
David,47,Driver,351624,ENVISION E2UB,New-Mexico,"(39.7392, -104.9903)",8
Ivy,25,Doctor,266359,CANYON 31CG2,Wyoming,"(47.6062, -122.3321)",7
David,28,Driver,247610,SIERRA T1CGF LD CREW,Wyoming,"(29.7604, -95.3698)",5
Grace,43,Police-Officer,94456,SIERRA T1CGH HD CREW,Hawaii,"(29.7604, -95.3698)",4
David,55,Chef,39282,COLORADO 31XCN,Alaska,"(40.7128, -74.0060)",9
Charlie,24,Artist,124091,TRAX 9BQC1,Alaska,"(33.4484, -112.0740)",3
Alice,53,Artist,391997,ACADIA C1UG,New-York,"(40.7128, -74.0060)",1
Grace,22,Mechanic,331549,ENCORE G1UB,Massachusetts,"(37.7749, -122.4194)",1
Alice,45,Lieutenant,231137,SAVANA VAN 610,Montana,"(39.7392, -104.9903)",0
Bailie,36,Accountant,47458,LYRIQ L233,Illinois,"(29.7604, -95.3698)",7
Levi,49,Lawyer,218493,ENVISION E2UB,Michigan,"(25.7617, -80.1918)",9
Garrett,40,Teacher,246036,MALIBU E2SC,Wyoming,"(25.7617, -80.1918)",7
Frank,31,Driver,428336,TRAX 9BQC1,Wyoming,"(33.4484, -112.0740)",6
Eva,46,Police-Officer,426147,CT4 A2SL,Wyoming,"(42.3601, -71.0589)",6
Jack,27,Doctor,99063,SILVERADO T1ECF LD DBL,New-Hampshire,"(41.8781, -87.6298)",4
Eva,41,Nurse,221296,SIERRA T1CGF LD CREW,Texas,"(37.7749, -122.4194)",4
Max,46,Software-Developer,442421,SPARK M2JC,New-Jersey,"(39.7392, -104.9903)",6
David,48,Designer,393589,SILVERADO T1CCH HD CREW,New-York,"(39.7392, -104.9903)",9
Eva,27,Mechanic,90344,SILVERADO T1CCF LD CREW,Michigan,"(39.7392, -104.9903)",0
Helen,45,Teacher,235320,CT5 A2LL,Montana,"(39.7392, -104.9903)",5
Helen,36,Mechanic,101209,YUKON T1UGF,New-Mexico,"(40.7128, -74.0060)",4
Grace,22,Engineer,98430,SUBURBAN T1YCF,Wyoming,"(39.7392, -104.9903)",8
Mattie,45,Accountant,92356,BLAZER C1UC,Alaska,"(25.7617, -80.1918)",4
Garrett,23,Artist,417445,CANYON 31CG2,New-York,"(34.0522, -118.2437)",1
Frank,55,Diesil-Mechanic,107888,SILVERADO T1CCH HD CREW,Montana,"(37.7749, -122.4194)",9
Jack,51,Data-Scientist,334106,PICKUP-E BEV BT1FG,Texas,"(42.3601, -71.0589)",0
Mattie,57,Doctor,29482,SILVERADO T1RCH HD REG,Alaska,"(34.0522, -118.2437)",3
Grace,54,Engineer,310966,XT5 C1UL,Alaska,"(39.7392, -104.9903)",9
Ivy,59,Nurse,173939,LYRIQ L233,New-Mexico,"(41.8781, -87.6298)",6
Alice,45,Data-Scientist,272837,CT4 A2SL,Hawaii,"(42.3601, -71.0589)",6
Charlie,51,Lawyer,146873,TRAILBLAZER 9BYC,New-Hampshire,"(41.8781, -87.6298)",8
Frank,60,Engineer,355188,CANYON 31XGN,Wyoming,"(33.4484, -112.0740)",3
Alice,59,Data-Engineer,403780,SAVANA VAN 610,Oregon,"(47.6062, -122.3321)",0
Eva,42,Lawyer,368749,BOLT C110,Illinois,"(42.3601, -71.0589)",6
Eva,56,Software-Developer,313431,SIERRA T1CGH HD CREW,Alaska,"(25.7617, -80.1918)",0
David,31,Police-Officer,218532,COLORADO 31CC2,New-Jersey,"(37.7749, -122.4194)",2
Garrett,20,Accountant,315621,ENVISION E2UB,Montana,"(33.4484, -112.0740)",3
Grace,40,Chef,59825,ENCLAVE C1YB,New-York,"(40.7128, -74.0060)",7
Jack,41,Software-Developer,198141,CAMARO A1AC CONV,New-York,"(34.0522, -118.2437)",1
Bob,59,Police-Officer,277885,XT4 E2UL,Arizona,"(29.7604, -95.3698)",6
Frank,35,Doctor,211686,XT6 C1TL,New-Mexico,"(47.6062, -122.3321)",7
Bob,23,Diesil-Mechanic,34317,HUM BEV BT1UG,Alaska,"(40.7128, -74.0060)",9
Grace,43,Mechanic,90186,TERRAIN D2UG,Hawaii,"(47.6062, -122.3321)",4
Jack,36,Chef,429849,TERRAIN D2UG,Montana,"(41.8781, -87.6298)",8
Ivy,40,Data-Scientist,160112,LYRIQ L233,Wyoming,"(41.8781, -87.6298)",1
Garrett,32,Engineer,179688,TRAX-K G1UC,Indiana,"(25.7617, -80.1918)",9
Frank,24,Artist,273513,SIERRA T1EGF LD DBL,New-Hampshire,"(40.7128, -74.0060)",6
Mattie,57,Data-Scientist,317494,LCF DSL-JP I-700N,New-Mexico,"(42.3601, -71.0589)",4
Bailie,32,Designer,419668,SILVERADO T1CCH HD CREW,Washington,"(37.7749, -122.4194)",7
Bob,56,Driver,436349,TRAVERSE C1YC,Illinois,"(42.3601, -71.0589)",1
Levi,39,Chef,420690,YUKON T1UGF,New-Jersey,"(33.4484, -112.0740)",4
Eva,41,Driver,422528,SIERRA T1CGF LD CREW,Michigan,"(41.8781, -87.6298)",4
David,42,Designer,111258,PICKUP-E BEV BT1FG,Wyoming,"(42.3601, -71.0589)",4
Alice,20,Artist,198526,MALIBU E2SC,Arizona,"(29.7604, -95.3698)",6
Grace,30,Chef,165811,COLORADO 31CC2,Montana,"(40.7128, -74.0060)",5
Garrett,36,Driver,227250,SIERRA T1EGH HD DBL,New-Jersey,"(39.7392, -104.9903)",4
Grace,28,Mechanic,252180,TRAX 9BQC1,Wyoming,"(39.7392, -104.9903)",4
Max,28,Lawyer,222860,SIERRA T1EGF LD DBL,Maine,"(47.6062, -122.3321)",7
Eva,45,Designer,53837,SIERRA T1EGH HD DBL,Montana,"(25.7617, -80.1918)",8
Ivy,54,Accountant,145293,EQUINOX EV C223,Texas,"(25.7617, -80.1918)",0
Max,32,Data-Engineer,184307,TRAILBLAZER 9BYC,Massachusetts,"(47.6062, -122.3321)",2
David,54,Accountant,85379,CT4 A2SL,Oregon,"(29.7604, -95.3698)",5
Helen,42,Artist,190515,SIERRA T1RGH HD REG,Montana,"(34.0522, -118.2437)",4
Ivy,25,Teacher,423568,TRAILBLAZER 9BYC,Arizona,"(40.7128, -74.0060)",9
Grace,53,Data-Engineer,109351,EQUINOX D2UC,Maine,"(47.6062, -122.3321)",7
Mattie,28,Designer,205120,SAVANA VAN 610,New-Hampshire,"(40.7128, -74.0060)",8
Bailie,56,Accountant,399782,SILVERADO 4500/5500,Indiana,"(29.7604, -95.3698)",8
Ivy,35,Lawyer,184558,SILVERADO T1CCH HD CREW,Michigan,"(39.7392, -104.9903)",7
Eva,45,Artist,169125,LCF 6500XD I-700N,New-Jersey,"(47.6062, -122.3321)",9
Jack,56,Data-Engineer,62304,CANYON 31XGN,Washington,"(37.7749, -122.4194)",3
Helen,24,Mechanic,353558,ENVISION E2UB,New-York,"(29.7604, -95.3698)",2
Helen,25,Data-Engineer,327396,TRAVERSE C1YC2,Hawaii,"(37.7749, -122.4194)",8
Levi,33,Lawyer,194576,XT6 C1TL,Wyoming,"(29.7604, -95.3698)",4
Bob,45,Nurse,365115,SILVERADO T1ECF LD DBL,Wyoming,"(41.8781, -87.6298)",2
Bob,43,Engineer,444314,TRAVERSE C1YC2,Texas,"(42.3601, -71.0589)",2
Max,34,Accountant,380436,SIERRA T1CGH HD CREW,Massachusetts,"(40.7128, -74.0060)",2
Ivy,49,Accountant,174419,CELESTIQ L246,Arizona,"(33.4484, -112.0740)",3
Jack,29,Police-Officer,260825,SIERRA T1EGF LD DBL,Oregon,"(47.6062, -122.3321)",1
David,33,Driver,239037,TRAVERSE C1YC2,Texas,"(39.7392, -104.9903)",1
Ivy,33,Diesil-Mechanic,430301,CT5 A2LL,New-Mexico,"(40.7128, -74.0060)",1
Helen,36,Lawyer,34638,ENCORE G1UB,Michigan,"(39.7392, -104.9903)",2
Charlie,37,Chef,79871,BLAZER C1UC,Maine,"(41.8781, -87.6298)",8
Bob,52,Lieutenant,307449,CT4 A2SL,Washington,"(40.7128, -74.0060)",6
Charlie,31,Chef,245468,MALIBU E2SC,Illinois,"(37.7749, -122.4194)",0
Ivy,31,Doctor,117897,ENCORE G1UB,Maine,"(34.0522, -118.2437)",6
Bailie,57,Diesil-Mechanic,54391,CT4 A2SL,New-Hampshire,"(25.7617, -80.1918)",1
Max,45,Chef,380586,TRAVERSE C1YC,Wyoming,"(41.8781, -87.6298)",2
Helen,33,Teacher,132507,ESCALADE ESV T1YLF,Hawaii,"(37.7749, -122.4194)",4
Alice,60,Data-Engineer,160734,SILVERADO T1CCF LD CREW,Indiana,"(42.3601, -71.0589)",9
Frank,20,Driver,316338,HUM BEV BT1UG,Arizona,"(47.6062, -122.3321)",4
Ivy,51,Engineer,68095,ACADIA C1UG,Illinois,"(40.7128, -74.0060)",5
Max,55,Police-Officer,169654,BLAZER C1UC,Massachusetts,"(37.7749, -122.4194)",0
Max,54,Police-Officer,255613,SIERRA T1EGH HD DBL,Indiana,"(42.3601, -71.0589)",2
Grace,52,Accountant,290422,SPARK M2JC,Illinois,"(29.7604, -95.3698)",6
Ivy,58,Lieutenant,331823,ACADIA C1UG,Hawaii,"(29.7604, -95.3698)",7
Alice,26,Driver,398165,ENCORE GX 9BUB,Indiana,"(37.7749, -122.4194)",3
Charlie,43,Driver,157981,ENCORE GX 9BUB,Illinois,"(34.0522, -118.2437)",3
Max,32,Chef,264665,YUKON T1UGF,Massachusetts,"(34.0522, -118.2437)",5
Grace,46,Doctor,272967,SIERRA T1RGF LD REG,Arizona,"(39.7392, -104.9903)",1
Levi,23,Artist,134141,SILVERADO T1RCF LD REG,Michigan,"(29.7604, -95.3698)",6
Ivy,52,Teacher,332068,SILVERADO T1RCH HD REG,Washington,"(34.0522, -118.2437)",0
Garrett,48,Driver,418715,HUM BEV BT1UG,Montana,"(40.7128, -74.0060)",5
David,24,Mechanic,414258,TRAVERSE C1YC2,Massachusetts,"(42.3601, -71.0589)",6
Levi,22,Driver,294011,SILVERADO T1CCF LD CREW,Maine,"(39.7392, -104.9903)",6
David,49,Lieutenant,374374,CANYON 31CG2,Oregon,"(41.8781, -87.6298)",8
Grace,40,Lawyer,181077,SILVERADO T1RCH HD REG,Indiana,"(37.7749, -122.4194)",8
Grace,21,Lieutenant,254291,YUKON T1UGF,Maine,"(42.3601, -71.0589)",9
Alice,20,Doctor,218414,SAVANA VAN 610,Michigan,"(33.4484, -112.0740)",4
Bailie,32,Designer,190932,PICKUP-E BEV BT1FG,New-Hampshire,"(47.6062, -122.3321)",5
Bailie,34,Accountant,65449,SIERRA T1CGH HD CREW,Michigan,"(33.4484, -112.0740)",1
Levi,41,Data-Engineer,187034,SILVERADO T1CCH HD CREW,Texas,"(33.4484, -112.0740)",2
Jack,25,Teacher,358658,EQUINOX EV C223,New-Hampshire,"(39.7392, -104.9903)",4
Max,43,Chef,244270,LYRIQ L233,New-Jersey,"(47.6062, -122.3321)",8
Ivy,59,Nurse,142470,ENVISION E2UB,Maine,"(41.8781, -87.6298)",9
Bailie,33,Engineer,363634,BOLT C110,New-Mexico,"(29.7604, -95.3698)",3
Mattie,27,Nurse,141623,TRAX 9BQC1,Washington,"(41.8781, -87.6298)",5
Charlie,47,Mechanic,92600,LCF GAS-US I-700N,Illinois,"(47.6062, -122.3321)",7
Jack,51,Artist,317191,SIERRA T1CGH HD CREW,New-Jersey,"(40.7128, -74.0060)",7
Mattie,22,Artist,336289,CT4 A2SL,Hawaii,"(41.8781, -87.6298)",2
Frank,22,Mechanic,203154,YUKON XL T1YGF,Oregon,"(34.0522, -118.2437)",8
Bailie,24,Artist,122707,SIERRA T1EGF LD DBL,Arizona,"(40.7128, -74.0060)",8
Bob,43,Doctor,105245,ACADIA C1UG,Michigan,"(41.8781, -87.6298)",8
Garrett,51,Driver,354142,TRAX 9BQC1,Illinois,"(37.7749, -122.4194)",4
Garrett,31,Software-Developer,394031,YUKON T1UGF,New-Hampshire,"(39.7392, -104.9903)",8
Charlie,33,Mechanic,422996,CELESTIQ L246,Washington,"(47.6062, -122.3321)",1
Bob,50,Engineer,209806,EXPRESS VAN 610,Indiana,"(40.7128, -74.0060)",0
Ivy,31,Artist,399012,SILVERADO T1RCH HD REG,Michigan,"(47.6062, -122.3321)",5
Helen,36,Data-Scientist,85418,SILVERADO T1RCH HD REG,Washington,"(25.7617, -80.1918)",8
Helen,27,Lawyer,71344,TRAVERSE C1YC,Arizona,"(39.7392, -104.9903)",7
Max,23,Designer,372172,TRAX-K G1UC,New-Hampshire,"(39.7392, -104.9903)",0
Alice,38,Engineer,42416,LYRIQ L233,Texas,"(29.7604, -95.3698)",0
Bob,50,Lieutenant,336157,EXPRESS VAN 610,Texas,"(29.7604, -95.3698)",1
Alice,44,Accountant,306378,TRAX 9BQC1,Washington,"(25.7617, -80.1918)",0
Mattie,51,Mechanic,431661,CT4 A2SL,Michigan,"(42.3601, -71.0589)",4
David,31,Chef,213999,EXPRESS VAN 610,New-Hampshire,"(29.7604, -95.3698)",0
Frank,39,Data-Scientist,426031,ACADIA C1UG,Washington,"(40.7128, -74.0060)",2
Bob,28,Mechanic,241649,SILVERADO EV BT1CC,New-York,"(41.8781, -87.6298)",3
Grace,42,Designer,231535,CT5 A2LL,Alaska,"(40.7128, -74.0060)",4
Charlie,54,Designer,298248,EQUINOX D2UC,Oregon,"(41.8781, -87.6298)",0
Ivy,30,Software-Developer,407881,XT4 E2UL,Arizona,"(37.7749, -122.4194)",7
Jack,33,Diesil-Mechanic,95213,SUBURBAN T1YCF,New-Mexico,"(40.7128, -74.0060)",6
Helen,40,Data-Engineer,446988,TRAX-K G1UC,Wyoming,"(25.7617, -80.1918)",6
Jack,35,Nurse,135012,TRAX 9BQC1,Hawaii,"(33.4484, -112.0740)",1
Grace,27,Software-Developer,299613,TRAX-K G1UC,Indiana,"(47.6062, -122.3321)",9
David,46,Designer,38037,LYRIQ L233,Arizona,"(41.8781, -87.6298)",9
Grace,32,Engineer,393374,SILVERADO T1ECF LD DBL,Montana,"(25.7617, -80.1918)",5
Ivy,49,Mechanic,376711,CAMARO A1BC COUPE,Arizona,"(40.7128, -74.0060)",6
Levi,43,Police-Officer,120551,XT5 C1UL,Washington,"(39.7392, -104.9903)",1
Jack,43,Driver,349369,YUKON T1UGF,Arizona,"(47.6062, -122.3321)",1
Charlie,26,Designer,99917,EQUINOX EV C223,New-Hampshire,"(34.0522, -118.2437)",6
David,34,Diesil-Mechanic,77384,TERRAIN D2UG,Maine,"(25.7617, -80.1918)",8
Garrett,20,Teacher,425724,SAVANA VAN 610,New-Jersey,"(40.7128, -74.0060)",6
Alice,43,Data-Scientist,181489,EXPRESS VAN 610,Indiana,"(34.0522, -118.2437)",2
Jack,47,Teacher,319126,SILVERADO T1CCF LD CREW,Washington,"(33.4484, -112.0740)",2
Eva,46,Designer,114322,CELESTIQ L246,Hawaii,"(40.7128, -74.0060)",3
Bailie,44,Accountant,69132,CAMARO A1BC COUPE,Hawaii,"(42.3601, -71.0589)",7
Alice,37,Engineer,221363,SILVERADO T1CCF LD CREW,Washington,"(37.7749, -122.4194)",9
Alice,48,Data-Engineer,296956,SIERRA T1CGF LD CREW,Montana,"(40.7128, -74.0060)",6
Alice,35,Nurse,184787,SIERRA T1EGH HD DBL,Arizona,"(40.7128, -74.0060)",8
Max,37,Diesil-Mechanic,160452,TRAILBLAZER 9BYC,Wyoming,"(33.4484, -112.0740)",1
Grace,44,Data-Engineer,183885,CANYON 31CG2,Wyoming,"(39.7392, -104.9903)",2
Eva,47,Mechanic,110901,SILVERADO T1ECH HD DBL,New-Hampshire,"(41.8781, -87.6298)",1
Alice,52,Data-Scientist,387317,SILVERADO T1CCH HD CREW,Montana,"(39.7392, -104.9903)",9
Bailie,30,Software-Developer,354723,CANYON 31XGN,Washington,"(47.6062, -122.3321)",0
Frank,38,Engineer,86597,BLAZER C1UC,Indiana,"(40.7128, -74.0060)",9
Bailie,51,Diesil-Mechanic,114775,XT6 C1TL,Alaska,"(41.8781, -87.6298)",1
Max,32,Accountant,33813,COLORADO 31XCN,Indiana,"(25.7617, -80.1918)",0
Eva,53,Mechanic,242021,XT4 E2UL,New-Mexico,"(42.3601, -71.0589)",9
David,55,Teacher,105322,TRAX-K G1UC,New-Mexico,"(33.4484, -112.0740)",8
Mattie,35,Artist,341465,ENCORE G1UB,New-Jersey,"(42.3601, -71.0589)",4
Charlie,60,Data-Engineer,195347,XT4 E2UL,Texas,"(37.7749, -122.4194)",9
Bailie,23,Diesil-Mechanic,134838,CANYON 31XGN,New-York,"(42.3601, -71.0589)",5
Garrett,37,Diesil-Mechanic,152788,ENCORE G1UB,Hawaii,"(47.6062, -122.3321)",2
Frank,31,Driver,266276,ACADIA C1UG,Texas,"(47.6062, -122.3321)",7
Jack,55,Data-Scientist,243712,XT6 C1TL,Washington,"(41.8781, -87.6298)",8
Garrett,56,Designer,37271,LCF DSL-JP I-700N,Maine,"(40.7128, -74.0060)",8
Frank,28,Data-Scientist,214668,CANYON 31CG2,Michigan,"(29.7604, -95.3698)",9
Max,21,Chef,98177,SUBURBAN T1YCF,Arizona,"(40.7128, -74.0060)",9
Eva,30,Lawyer,62158,TAHOE T1UCF,Massachusetts,"(33.4484, -112.0740)",5
Frank,48,Data-Engineer,382621,ENCLAVE C1YB,Washington,"(34.0522, -118.2437)",7
Eva,48,Diesil-Mechanic,128983,TRAVERSE C1YC,New-Mexico,"(42.3601, -71.0589)",8
Alice,28,Lawyer,49968,SILVERADO T1ECH HD DBL,Montana,"(25.7617, -80.1918)",3
Ivy,29,Teacher,418260,SILVERADO T1CCH HD CREW,Washington,"(39.7392, -104.9903)",2
Alice,59,Diesil-Mechanic,66076,LCF 6500XD I-700N,New-Jersey,"(34.0522, -118.2437)",7
Alice,42,Doctor,52822,BOLT EUV C121,Maine,"(37.7749, -122.4194)",3
Charlie,21,Teacher,438133,LCF DSL-JP I-700N,Alaska,"(41.8781, -87.6298)",0
Jack,31,Data-Engineer,307758,LCF 6500XD I-700N,Wyoming,"(39.7392, -104.9903)",1
Bob,48,Lieutenant,272234,SILVERADO T1RCF LD REG,Wyoming,"(39.7392, -104.9903)",3
David,33,Lieutenant,184249,MALIBU E2SC,New-York,"(39.7392, -104.9903)",3
Levi,23,Police-Officer,384185,SILVERADO T1RCH HD REG,Massachusetts,"(25.7617, -80.1918)",9
David,60,Accountant,271757,SIERRA T1EGH HD DBL,Wyoming,"(42.3601, -71.0589)",2
Jack,60,Chef,59242,LYRIQ L233,Alaska,"(29.7604, -95.3698)",1
Levi,38,Chef,355601,SAVANA VAN 610,Washington,"(37.7749, -122.4194)",1
Jack,50,Mechanic,302742,SILVERADO 4500/5500,Oregon,"(40.7128, -74.0060)",9
Frank,27,Data-Engineer,302230,BOLT EUV C121,Hawaii,"(34.0522, -118.2437)",7
Bob,22,Mechanic,254430,TRAX 9BQC1,New-Hampshire,"(47.6062, -122.3321)",7
Eva,51,Lieutenant,43437,SILVERADO T1ECH HD DBL,New-York,"(40.7128, -74.0060)",9
Jack,59,Engineer,112327,SIERRA T1CGF LD CREW,New-Hampshire,"(34.0522, -118.2437)",4
Levi,20,Designer,322049,CT4 A2SL,New-Mexico,"(37.7749, -122.4194)",4
Jack,47,Teacher,106478,HUM BEV BT1UG,Wyoming,"(39.7392, -104.9903)",2
Grace,28,Lawyer,57611,XT6 C1TL,Hawaii,"(41.8781, -87.6298)",2
Alice,43,Doctor,313963,CT5 A2LL,Montana,"(33.4484, -112.0740)",1
Helen,31,Teacher,393913,SILVERADO T1RCH HD REG,Alaska,"(29.7604, -95.3698)",9
Ivy,50,Artist,131682,CANYON 31CG2,Wyoming,"(42.3601, -71.0589)",0
David,25,Accountant,140727,CAMARO A1AC CONV,Wyoming,"(25.7617, -80.1918)",4
Alice,32,Doctor,61098,LCF DSL-JP I-700N,New-Jersey,"(41.8781, -87.6298)",7
Frank,42,Lieutenant,82314,SIERRA T1CGH HD CREW,Wyoming,"(25.7617, -80.1918)",4
Charlie,33,Chef,73169,PICKUP-E BEV BT1FG,Arizona,"(42.3601, -71.0589)",1
Bailie,48,Data-Engineer,308013,PICKUP-E BEV BT1FG,Michigan,"(41.8781, -87.6298)",8
Alice,44,Data-Scientist,242536,COLORADO 31XCN,Indiana,"(42.3601, -71.0589)",9
Grace,39,Diesil-Mechanic,221779,LCF DSL-JP I-700N,Oregon,"(42.3601, -71.0589)",7
Garrett,32,Lawyer,397204,SIERRA T1RGF LD REG,Michigan,"(47.6062, -122.3321)",8
Jack,23,Nurse,111441,CORVETTE Y200,Michigan,"(47.6062, -122.3321)",2
Grace,28,Designer,157458,SILVERADO T1ECH HD DBL,Massachusetts,"(33.4484, -112.0740)",5
Bailie,20,Teacher,125915,ENCLAVE C1YB,Alaska,"(37.7749, -122.4194)",4
Eva,22,Diesil-Mechanic,382597,SIERRA T1EGH HD DBL,Hawaii,"(42.3601, -71.0589)",2
Frank,26,Accountant,214845,XT4 E2UL,Montana,"(41.8781, -87.6298)",7
Bob,30,Diesil-Mechanic,376879,TRAVERSE C1YC2,Hawaii,"(33.4484, -112.0740)",0
Levi,48,Data-Engineer,280115,ESCALADE T1ULF,Arizona,"(39.7392, -104.9903)",6
Bob,44,Chef,379123,SIERRA T1RGH HD REG,Hawaii,"(40.7128, -74.0060)",8
Helen,33,Mechanic,127467,ACADIA C1UG,Hawaii,"(33.4484, -112.0740)",6
Eva,21,Teacher,338212,BLAZER EV C234,Michigan,"(39.7392, -104.9903)",5
Garrett,30,Diesil-Mechanic,30669,SILVERADO T1CCF LD CREW,New-Mexico,"(29.7604, -95.3698)",1
Levi,47,Diesil-Mechanic,304193,ENCLAVE C1YB,New-Hampshire,"(41.8781, -87.6298)",6
Ivy,54,Mechanic,383514,TRAVERSE C1YC,Illinois,"(29.7604, -95.3698)",3
Alice,38,Police-Officer,413749,SIERRA T1CGH HD CREW,New-Hampshire,"(47.6062, -122.3321)",4
Grace,36,Data-Engineer,162835,CANYON 31XGN,Alaska,"(37.7749, -122.4194)",9
Frank,59,Teacher,53679,ACADIA C1UG,Wyoming,"(40.7128, -74.0060)",7
Alice,60,Designer,242158,TRAX-K G1UC,Indiana,"(39.7392, -104.9903)",5
